,APMC,Commodity,Year,Month,arrivals_in_qtl,modal_price,district_name
51369,Akluj,Ladies Finger,2015,December,86,3289,Solapur
51370,Akluj,Carrot,2014,December,69,1585,Solapur
51371,Akluj,Carrot,2015,December,79,2469,Solapur
51372,Akluj,Cluster Bean,2015,December,2,2500,Solapur
51373,Akluj,Onion,2014,December,720,1050,Solapur
51374,Akluj,Onion,2015,December,981,2353,Solapur
51375,Akluj,Bitter Gourd,2014,December,61,2806,Solapur
51376,Akluj,Bitter Gourd,2015,December,80,3221,Solapur
51377,Akluj,Cabbage,2014,December,133,488,Solapur
51378,Akluj,Cabbage,2015,December,147,835,Solapur
51379,Akluj,Coriander  ,2014,December,1500,2,Solapur
51380,Akluj,Coriander  ,2015,December,2800,5,Solapur
51381,Akluj,Garlic,2014,December,63,2667,Solapur
51382,Akluj,Garlic,2015,December,72,11816,Solapur
51383,Akluj,Spinach,2014,December,700,3,Solapur
51384,Akluj,Shevga,2014,December,47,4067,Solapur
51385,Akluj,Shevga,2015,December,174,4211,Solapur
51386,Akluj,Tomato,2014,December,156,1222,Solapur
51387,Akluj,Tomato,2015,December,225,2241,Solapur
51388,Akluj,Green-Peas,2014,December,40,1500,Solapur
51389,Akluj,Brinjal,2014,December,94,2667,Solapur
51390,Akluj,Brinjal,2015,December,127,2022,Solapur
51391,Akluj,Chillies(Red),2014,December,472,2171,Solapur
51392,Akluj,Chillies(Red),2015,December,26,2500,Solapur
51393,Barshi,Bajri,2014,December,191,1465,Solapur
51394,Barshi,Bajri,2015,December,279,1679,Solapur
51395,Barshi,Paddy-Unhusked,2014,December,346,1360,Solapur
51396,Barshi,Paddy-Unhusked,2015,December,198,1551,Solapur
51397,Barshi,Wheat(Husked),2014,December,807,1572,Solapur
51398,Barshi,Wheat(Husked),2015,December,540,1649,Solapur
51399,Barshi,Other Cereals,2014,December,51,3300,Solapur
51400,Barshi,Sorgum(Jawar),2014,December,11488,2088,Solapur
51401,Barshi,Sorgum(Jawar),2015,December,9669,2190,Solapur
51402,Barshi,Wheat(Unhusked),2014,December,32,2638,Solapur
51403,Barshi,Wheat(Unhusked),2015,December,2,2800,Solapur
51404,Barshi,Maize,2014,December,8529,1109,Solapur
51405,Barshi,Maize,2015,December,576,1483,Solapur
51406,Barshi,Rala,2015,December,1,2000,Solapur
51407,Barshi,Gram,2014,December,3322,2706,Solapur
51408,Barshi,Gram,2015,December,800,3953,Solapur
51409,Barshi,Other Pulses,2014,December,38,2864,Solapur
51410,Barshi,Other Pulses,2015,December,18,3060,Solapur
51411,Barshi,Matki,2014,December,2,6400,Solapur
51412,Barshi,Matki,2015,December,1,4000,Solapur
51413,Barshi,Green Gram,2014,December,68,6664,Solapur
51414,Barshi,Green Gram,2015,December,26,6600,Solapur
51415,Barshi,Pigeon Pea (Tur),2014,December,8228,4951,Solapur
51416,Barshi,Pigeon Pea (Tur),2015,December,6589,9230,Solapur
51417,Barshi,Black Gram,2014,December,317,5142,Solapur
51418,Barshi,Black Gram,2015,December,83,8683,Solapur
51419,Barshi,Ground Nut Pods (Dry),2014,December,2,3500,Solapur
51420,Barshi,Soybean,2014,December,669,3271,Solapur
51421,Barshi,Sunflower,2014,December,5,3075,Solapur
51422,Barshi,Sunflower,2015,December,12,3550,Solapur
51423,Barshi,Sesamum,2014,December,19,8350,Solapur
51424,Barshi,Jaggery,2014,December,307,2000,Solapur
51425,Barshi,Jaggery,2015,December,5,2100,Solapur
51426,Barshi,Bor,2014,December,417,137,Solapur
51427,Barshi,Bor,2015,December,155,150,Solapur
51428,Barshi,Chikoo,2014,December,72,185,Solapur
51429,Barshi,Chikoo,2015,December,95,190,Solapur
51430,Barshi,Pomegranate,2014,December,51,586,Solapur
51431,Barshi,Pomegranate,2015,December,111,307,Solapur
51432,Barshi,Water Melon,2015,December,70,50,Solapur
51433,Barshi,Lemon,2014,December,159,198,Solapur
51434,Barshi,Lemon,2015,December,90,159,Solapur
51435,Barshi,Mosambi,2014,December,300,650,Solapur
51436,Barshi,Guava,2014,December,35,189,Solapur
51437,Barshi,Kharbuj,2014,December,2300,100,Solapur
51438,Barshi,Ladies Finger,2014,December,88,240,Solapur
51439,Barshi,Ladies Finger,2015,December,68,241,Solapur
51440,Barshi,Squash Gourd,2015,December,60,191,Solapur
51441,Barshi,Flower,2014,December,86,76,Solapur
51442,Barshi,Flower,2015,December,99,71,Solapur
51443,Barshi,Carrot,2014,December,2,100,Solapur
51444,Barshi,Cluster Bean,2014,December,72,378,Solapur
51445,Barshi,Cluster Bean,2015,December,88,324,Solapur
51446,Barshi,Ghevda,2014,December,28,200,Solapur
51447,Barshi,Cucumber,2014,December,84,110,Solapur
51448,Barshi,Cucumber,2015,December,111,69,Solapur
51449,Barshi,Onion,2014,December,33248,1254,Solapur
51450,Barshi,Onion,2015,December,7486,1676,Solapur
51451,Barshi,Kanda Pat,2014,December,1200,333,Solapur
51452,Barshi,Kanda Pat,2015,December,1800,300,Solapur
51453,Barshi,Bitter Gourd,2014,December,71,280,Solapur
51454,Barshi,Bitter Gourd,2015,December,88,236,Solapur
51455,Barshi,Cabbage,2014,December,89,44,Solapur
51456,Barshi,Cabbage,2015,December,100,77,Solapur
51457,Barshi,Coriander  ,2014,December,1200,500,Solapur
51458,Barshi,Methi (Bhaji),2014,December,300,500,Solapur
51459,Barshi,Methi (Bhaji),2015,December,1200,800,Solapur
51460,Barshi,Capsicum,2014,December,85,181,Solapur
51461,Barshi,Capsicum,2015,December,90,162,Solapur
51462,Barshi,Spinach,2014,December,600,300,Solapur
51463,Barshi,Spinach,2015,December,1800,300,Solapur
51464,Barshi,Shepu,2014,December,600,400,Solapur
51465,Barshi,Shevga,2014,December,3,600,Solapur
51466,Barshi,Shevga,2015,December,46,400,Solapur
51467,Barshi,Ridge Gourd,2014,December,76,192,Solapur
51468,Barshi,Ridge Gourd,2015,December,3,180,Solapur
51469,Barshi,Tomato,2014,December,88,102,Solapur
51470,Barshi,Tomato,2015,December,114,115,Solapur
51471,Barshi,Brinjal,2014,December,91,218,Solapur
51472,Barshi,Brinjal,2015,December,119,208,Solapur
51473,Barshi,Coriander (Dry),2014,December,13,9920,Solapur
51474,Barshi,Coriander (Dry),2015,December,4,10000,Solapur
51475,Barshi,Turmeric,2014,December,395,4997,Solapur
51476,Barshi,Turmeric,2015,December,103,9200,Solapur
51477,Barshi,Green Chilli,2014,December,85,192,Solapur
51478,Barshi,Green Chilli,2015,December,103,177,Solapur
51479,Barshi,Fodder,2014,December,1295,500,Solapur
51480,Barshi,Fodder,2015,December,502,722,Solapur
51481,Barshi-Vairag,Wheat(Husked),2014,December,153,1995,Solapur
51482,Barshi-Vairag,Wheat(Husked),2015,December,18,2059,Solapur
51483,Barshi-Vairag,Sorgum(Jawar),2014,December,1354,1604,Solapur
51484,Barshi-Vairag,Sorgum(Jawar),2015,December,1438,2033,Solapur
51485,Barshi-Vairag,Maize,2014,December,753,1121,Solapur
51486,Barshi-Vairag,Maize,2015,December,137,1493,Solapur
51487,Barshi-Vairag,Gram,2014,December,55,2513,Solapur
51488,Barshi-Vairag,Gram,2015,December,21,4019,Solapur
51489,Barshi-Vairag,Pigeon Pea (Tur),2014,December,891,4887,Solapur
51490,Barshi-Vairag,Pigeon Pea (Tur),2015,December,570,9006,Solapur
51491,Barshi-Vairag,Black Gram,2014,December,120,4894,Solapur
51492,Barshi-Vairag,Ground Nut Pods (Dry),2014,December,112,3517,Solapur
51493,Barshi-Vairag,Ground Nut Pods (Dry),2015,December,46,4851,Solapur
51494,Barshi-Vairag,Soybean,2014,December,59,3344,Solapur
51495,Barshi-Vairag,Soybean,2015,December,220,3580,Solapur
51496,Barshi-Vairag,Sunflower,2014,December,20,2975,Solapur
51497,Barshi-Vairag,Sunflower,2015,December,6,3750,Solapur
51498,Dudhani,Bajri,2014,December,2829,1371,Solapur
51499,Dudhani,Bajri,2015,December,189,1527,Solapur
51500,Dudhani,Wheat(Husked),2014,December,42,1391,Solapur
51501,Dudhani,Wheat(Husked),2015,December,53,1535,Solapur
51502,Dudhani,Sorgum(Jawar),2014,December,370,1319,Solapur
51503,Dudhani,Sorgum(Jawar),2015,December,91,2054,Solapur
51504,Dudhani,Maize,2014,December,498,1030,Solapur
51505,Dudhani,Maize,2015,December,321,1519,Solapur
51506,Dudhani,Gram,2014,December,19,2190,Solapur
51507,Dudhani,Gram,2015,December,89,4444,Solapur
51508,Dudhani,Green Gram,2014,December,20,6286,Solapur
51509,Dudhani,Pigeon Pea (Tur),2014,December,4888,4976,Solapur
51510,Dudhani,Pigeon Pea (Tur),2015,December,6487,10177,Solapur
51511,Dudhani,Black Gram,2014,December,33,5044,Solapur
51512,Dudhani,Black Gram,2015,December,3,9800,Solapur
51513,Karmala,Sorgum(Jawar),2015,December,3105,2306,Solapur
51514,Karmala,Pigeon Pea (Tur),2015,December,1382,8634,Solapur
51515,Karmala,Sunflower,2015,December,423,3589,Solapur
51516,Kurdwadi,Bajri,2014,December,9,1363,Solapur
51517,Kurdwadi,Wheat(Husked),2014,December,67,1630,Solapur
51518,Kurdwadi,Wheat(Husked),2015,December,30,1707,Solapur
51519,Kurdwadi,Sorgum(Jawar),2014,December,657,1861,Solapur
51520,Kurdwadi,Sorgum(Jawar),2015,December,218,1905,Solapur
51521,Kurdwadi,Wheat(Unhusked),2014,December,3,2000,Solapur
51522,Kurdwadi,Maize,2014,December,726,1162,Solapur
51523,Kurdwadi,Maize,2015,December,1639,1565,Solapur
51524,Kurdwadi,Gram,2014,December,27,2225,Solapur
51525,Kurdwadi,Gram,2015,December,9,3613,Solapur
51526,Kurdwadi,Pigeon Pea (Tur),2014,December,35,3431,Solapur
51527,Kurdwadi,Pigeon Pea (Tur),2015,December,96,8229,Solapur
51528,Kurdwadi,Black Gram,2014,December,3,2900,Solapur
51529,Kurdwadi,Sunflower,2015,December,3,3200,Solapur
51530,Kurdwadi,Lemon,2014,December,385,175,Solapur
51531,Kurdwadi,Onion,2014,December,600,850,Solapur
51532,Kurdwadi,Onion,2015,December,1626,847,Solapur
51533,Kurdwadi,Chillies(Red),2015,December,3,7000,Solapur
51534,Kurdwadi-Modnimb,Wheat(Husked),2015,December,20,1666,Solapur
51535,Kurdwadi-Modnimb,Sorgum(Jawar),2015,December,412,1977,Solapur
51536,Kurdwadi-Modnimb,Maize,2015,December,236,1583,Solapur
51537,Kurdwadi-Modnimb,Gram,2015,December,28,3555,Solapur
51538,Kurdwadi-Modnimb,Pigeon Pea (Tur),2015,December,42,8030,Solapur
51539,Kurdwadi-Modnimb,Bor,2015,December,36132,1298,Solapur
51540,Kurdwadi-Modnimb,Onion,2015,December,9046,892,Solapur
51541,Mangalwedha,Bajri,2014,December,147,1339,Solapur
51542,Mangalwedha,Wheat(Husked),2014,December,79,1650,Solapur
51543,Mangalwedha,Wheat(Husked),2015,December,26,2153,Solapur
51544,Mangalwedha,Sorgum(Jawar),2014,December,994,2048,Solapur
51545,Mangalwedha,Sorgum(Jawar),2015,December,781,2120,Solapur
51546,Mangalwedha,Wheat(Unhusked),2014,December,6,1625,Solapur
51547,Mangalwedha,Wheat(Unhusked),2015,December,36,3500,Solapur
51548,Mangalwedha,Maize,2014,December,309,1137,Solapur
51549,Mangalwedha,Maize,2015,December,148,1568,Solapur
51550,Mangalwedha,Gram,2014,December,151,3051,Solapur
51551,Mangalwedha,Gram,2015,December,6,3900,Solapur
51552,Mangalwedha,Horse Gram,2014,December,1,2102,Solapur
51553,Mangalwedha,Matki,2014,December,1,6000,Solapur
51554,Mangalwedha,Pigeon Pea (Tur),2014,December,6,4000,Solapur
51555,Mangalwedha,Pigeon Pea (Tur),2015,December,17,9050,Solapur
51556,Mangalwedha,Ladies Finger,2014,December,37,4145,Solapur
51557,Mangalwedha,Ladies Finger,2015,December,50,4204,Solapur
51558,Mangalwedha,Cucumber,2014,December,90,2192,Solapur
51559,Mangalwedha,Cucumber,2015,December,244,1731,Solapur
51560,Mangalwedha,Bitter Gourd,2014,December,78,2960,Solapur
51561,Mangalwedha,Bitter Gourd,2015,December,146,2542,Solapur
51562,Mangalwedha,Ridge Gourd,2014,December,67,3321,Solapur
51563,Mangalwedha,Ridge Gourd,2015,December,82,2977,Solapur
51564,Mangalwedha,Tomato,2014,December,1150,1180,Solapur
51565,Mangalwedha,Tomato,2015,December,1731,1119,Solapur
51566,Mangalwedha,Brinjal,2014,December,508,2448,Solapur
51567,Mangalwedha,Brinjal,2015,December,669,2473,Solapur
51568,Mangalwedha,Green Chilli,2014,December,122,1904,Solapur
51569,Mangalwedha,Green Chilli,2015,December,310,3081,Solapur
51570,Mohol,Wheat(Husked),2014,December,82,1448,Solapur
51571,Mohol,Wheat(Husked),2015,December,24,1951,Solapur
51572,Mohol,Sorgum(Jawar),2014,December,164,1885,Solapur
51573,Mohol,Sorgum(Jawar),2015,December,113,2186,Solapur
51574,Mohol,Wheat(Unhusked),2015,December,3,3000,Solapur
51575,Mohol,Maize,2014,December,1132,1146,Solapur
51576,Mohol,Maize,2015,December,228,1554,Solapur
51577,Mohol,Gram,2014,December,7,2238,Solapur
51578,Mohol,Gram,2015,December,18,3967,Solapur
51579,Mohol,Pigeon Pea (Tur),2014,December,29,4088,Solapur
51580,Mohol,Pigeon Pea (Tur),2015,December,10,7883,Solapur
51581,Pandharpur,Bajri,2014,December,6,1313,Solapur
51582,Pandharpur,Wheat(Husked),2014,December,22,1597,Solapur
51583,Pandharpur,Sorgum(Jawar),2014,December,71,2289,Solapur
51584,Pandharpur,Sorgum(Jawar),2015,December,386,2266,Solapur
51585,Pandharpur,Maize,2014,December,121,1100,Solapur
51586,Pandharpur,Maize,2015,December,102,1527,Solapur
51587,Pandharpur,Bor,2014,December,450,833,Solapur
51588,Pandharpur,Chikoo,2014,December,26,1950,Solapur
51589,Pandharpur,Pomegranate,2014,December,11750,3827,Solapur
51590,Pandharpur,Pomegranate,2015,December,17050,2918,Solapur
51591,Pandharpur,Banana,2014,December,3210,1131,Solapur
51592,Pandharpur,Banana,2015,December,4910,406,Solapur
51593,Pandharpur,Potato,2015,December,70,700,Solapur
51594,Pandharpur,Ladies Finger,2014,December,9,3250,Solapur
51595,Pandharpur,Ghevda,2014,December,14,2400,Solapur
51596,Pandharpur,Cucumber,2014,December,75,1372,Solapur
51597,Pandharpur,Onion,2014,December,3005,1202,Solapur
51598,Pandharpur,Onion,2015,December,7072,1275,Solapur
51599,Pandharpur,Cabbage,2014,December,283,739,Solapur
51600,Pandharpur,Cabbage,2015,December,413,1067,Solapur
51601,Pandharpur,Coriander  ,2014,December,18,540,Solapur
51602,Pandharpur,Math (Bhaji),2014,December,16,800,Solapur
51603,Pandharpur,Capsicum,2014,December,50,2050,Solapur
51604,Pandharpur,Capsicum,2015,December,129,1594,Solapur
51605,Pandharpur,Tomato,2014,December,623,1328,Solapur
51606,Pandharpur,Tomato,2015,December,683,1285,Solapur
51607,Pandharpur,Green-Peas,2014,December,19,2500,Solapur
51608,Pandharpur,Brinjal,2014,December,317,2304,Solapur
51609,Pandharpur,Brinjal,2015,December,285,1859,Solapur
51610,Pandharpur,Green Chilli,2014,December,296,2141,Solapur
51611,Pandharpur,Green Chilli,2015,December,298,2982,Solapur
51612,Sangola,Pomegranate,2014,December,14457,3413,Solapur
51613,Sangola,Pomegranate,2015,December,20356,2746,Solapur
51614,Solapur,Bajri,2014,December,34,1320,Solapur
51615,Solapur,Wheat(Husked),2014,December,8180,2362,Solapur
51616,Solapur,Wheat(Husked),2015,December,3356,2358,Solapur
51617,Solapur,Sorgum(Jawar),2014,December,4792,2141,Solapur
51618,Solapur,Sorgum(Jawar),2015,December,555,2362,Solapur
51619,Solapur,Rice(Paddy-Hus),2014,December,27504,3782,Solapur
51620,Solapur,Rice(Paddy-Hus),2015,December,13611,3466,Solapur
51621,Solapur,Gram,2014,December,5,3226,Solapur
51622,Solapur,Gram,2015,December,128,4381,Solapur
51623,Solapur,Matki,2014,December,169,6212,Solapur
51624,Solapur,Matki,2015,December,38,7667,Solapur
51625,Solapur,Green Gram,2014,December,9,6434,Solapur
51626,Solapur,Green Gram,2015,December,6,9120,Solapur
51627,Solapur,Pigeon Pea (Tur),2014,December,3226,5037,Solapur
51628,Solapur,Pigeon Pea (Tur),2015,December,2004,9879,Solapur
51629,Solapur,Black Gram,2014,December,27,4933,Solapur
51630,Solapur,Green Peas (Dry),2014,December,297,3940,Solapur
51631,Solapur,Green Peas (Dry),2015,December,35,2783,Solapur
51632,Solapur,Ground Nut Pods (Dry),2014,December,6,3500,Solapur
51633,Solapur,Soybean,2014,December,12,3274,Solapur
51634,Solapur,Jaggery,2015,December,69662,2584,Solapur
51635,Solapur,Bor,2014,December,15632,611,Solapur
51636,Solapur,Bor,2015,December,4731,1058,Solapur
51637,Solapur,Chikoo,2014,December,812,1008,Solapur
51638,Solapur,Chikoo,2015,December,308,1211,Solapur
51639,Solapur,Pomegranate,2014,December,25389,4128,Solapur
51640,Solapur,Pomegranate,2015,December,36164,3270,Solapur
51641,Solapur,Grapes,2014,December,1141,105,Solapur
51642,Solapur,Grapes,2015,December,1573,83,Solapur
51643,Solapur,Banana,2014,December,841,840,Solapur
51644,Solapur,Banana,2015,December,1074,394,Solapur
51645,Solapur,Lemon,2014,December,1236,1291,Solapur
51646,Solapur,Lemon,2015,December,1161,1437,Solapur
51647,Solapur,Papai,2014,December,1148,325,Solapur
51648,Solapur,Papai,2015,December,107,483,Solapur
51649,Solapur,Guava,2014,December,457,1312,Solapur
51650,Solapur,Guava,2015,December,367,1406,Solapur
51651,Solapur,Apple,2014,December,2765,875,Solapur
51652,Solapur,Apple,2015,December,1000,600,Solapur
51653,Solapur,Custard Apple,2014,December,263,1866,Solapur
51654,Solapur,Custard Apple,2015,December,43,1347,Solapur
51655,Solapur,Hemp,2014,December,350,350,Solapur
51656,Solapur,Potato,2014,December,15489,2169,Solapur
51657,Solapur,Potato,2015,December,20979,966,Solapur
51658,Solapur,Ladies Finger,2014,December,264,2600,Solapur
51659,Solapur,Ladies Finger,2015,December,327,2571,Solapur
51660,Solapur,Goosefoot,2015,December,335,300,Solapur
51661,Solapur,Carrot,2014,December,1813,1017,Solapur
51662,Solapur,Carrot,2015,December,1624,1146,Solapur
51663,Solapur,Cluster Bean,2014,December,147,3140,Solapur
51664,Solapur,Cluster Bean,2015,December,127,3302,Solapur
51665,Solapur,Ghevda,2014,December,174,2263,Solapur
51666,Solapur,Ghevda,2015,December,176,2568,Solapur
51667,Solapur,Cucumber,2014,December,412,1263,Solapur
51668,Solapur,Cucumber,2015,December,755,1023,Solapur
51669,Solapur,Onion,2014,December,1134276,1012,Solapur
51670,Solapur,Onion,2015,December,610923,1062,Solapur
51671,Solapur,Bitter Gourd,2014,December,157,2367,Solapur
51672,Solapur,Bitter Gourd,2015,December,231,2341,Solapur
51673,Solapur,Cabbage,2014,December,1138,550,Solapur
51674,Solapur,Cabbage,2015,December,1458,802,Solapur
51675,Solapur,Coriander  ,2014,December,6933,300,Solapur
51676,Solapur,Coriander  ,2015,December,5077,500,Solapur
51677,Solapur,Capsicum,2014,December,275,1591,Solapur
51678,Solapur,Capsicum,2015,December,278,1611,Solapur
51679,Solapur,Mula Shenga,2014,December,36,2700,Solapur
51680,Solapur,Mula Shenga,2015,December,112,2550,Solapur
51681,Solapur,Spinach,2014,December,3735,175,Solapur
51682,Solapur,Shepu,2015,December,1802,400,Solapur
51683,Solapur,Ridge Gourd,2014,December,149,2355,Solapur
51684,Solapur,Ridge Gourd,2015,December,203,2350,Solapur
51685,Solapur,Tomato,2014,December,5041,1033,Solapur
51686,Solapur,Tomato,2015,December,7961,1084,Solapur
51687,Solapur,Brinjal,2014,December,982,2111,Solapur
51688,Solapur,Brinjal,2015,December,1169,1579,Solapur
51689,Solapur,Garlic,2014,December,3080,2785,Solapur
51690,Solapur,Garlic,2015,December,1398,9817,Solapur
51691,Solapur,Green Chilli,2014,December,965,1898,Solapur
51692,Solapur,Green Chilli,2015,December,3344,1938,Solapur
51693,Solapur,Chillies(Red),2014,December,267,8785,Solapur
51694,Solapur,Chillies(Red),2015,December,1014,10015,Solapur
51695,Akkolkot,Wheat(Unhusked),2016,February,66,3275,Solapur
51696,Akkolkot,Gram,2015,February,6346,3609,Solapur
51697,Akkolkot,Gram,2016,February,4849,4385,Solapur
51698,Akkolkot,Pigeon Pea (Tur),2015,February,8277,5876,Solapur
51699,Akkolkot,Pigeon Pea (Tur),2016,February,775,8408,Solapur
51700,Akluj,Bajri,2015,February,42,1100,Solapur
51701,Akluj,Bajri,2016,February,3,1600,Solapur
51702,Akluj,Wheat(Husked),2015,February,16,1528,Solapur
51703,Akluj,Sorgum(Jawar),2015,February,9,1750,Solapur
51704,Akluj,Sorgum(Jawar),2016,February,7,1601,Solapur
51705,Akluj,Maize,2015,February,261,1235,Solapur
51706,Akluj,Maize,2016,February,201,1472,Solapur
51707,Akluj,Gram,2015,February,17,3500,Solapur
51708,Akluj,Pigeon Pea (Tur),2015,February,10,4600,Solapur
51709,Akluj,Bor,2015,February,265,913,Solapur
51710,Akluj,Bor,2016,February,356,1200,Solapur
51711,Akluj,Chikoo,2015,February,198,1825,Solapur
51712,Akluj,Chikoo,2016,February,393,2880,Solapur
51713,Akluj,Water Melon,2015,February,65,500,Solapur
51714,Akluj,Water Melon,2016,February,487,543,Solapur
51715,Akluj,Banana,2015,February,550,600,Solapur
51716,Akluj,Banana,2016,February,1880,300,Solapur
51717,Akluj,Lemon,2016,February,2815,51,Solapur
51718,Akluj,Potato,2015,February,605,1170,Solapur
51719,Akluj,Potato,2016,February,875,1306,Solapur
51720,Akluj,Ladies Finger,2015,February,38,3090,Solapur
51721,Akluj,Ladies Finger,2016,February,65,2713,Solapur
51722,Akluj,Carrot,2015,February,57,722,Solapur
51723,Akluj,Carrot,2016,February,173,1173,Solapur
51724,Akluj,Onion,2015,February,560,1395,Solapur
51725,Akluj,Onion,2016,February,928,1738,Solapur
51726,Akluj,Bitter Gourd,2015,February,35,2820,Solapur
51727,Akluj,Bitter Gourd,2016,February,69,2763,Solapur
51728,Akluj,Cabbage,2015,February,56,640,Solapur
51729,Akluj,Cabbage,2016,February,138,647,Solapur
51730,Akluj,Coriander  ,2016,February,13,102,Solapur
51731,Akluj,Garlic,2015,February,56,3630,Solapur
51732,Akluj,Garlic,2016,February,102,11400,Solapur
51733,Akluj,Math (Bhaji),2016,February,11,135,Solapur
51734,Akluj,Spinach,2016,February,4,3,Solapur
51735,Akluj,Shepu,2016,February,4,3,Solapur
51736,Akluj,Shevga,2015,February,32,4944,Solapur
51737,Akluj,Shevga,2016,February,474,2593,Solapur
51738,Akluj,Tomato,2015,February,55,1144,Solapur
51739,Akluj,Tomato,2016,February,195,1363,Solapur
51740,Akluj,Brinjal,2015,February,83,1020,Solapur
51741,Akluj,Brinjal,2016,February,124,1331,Solapur
51742,Akluj,Goats,2016,February,21,2000,Solapur
51743,Akluj,Tamarind,2015,February,25,1800,Solapur
51744,Akluj,Chillies(Red),2015,February,259,2840,Solapur
51745,Barshi,Bajri,2015,February,52,1404,Solapur
51746,Barshi,Bajri,2016,February,19,1578,Solapur
51747,Barshi,Paddy-Unhusked,2015,February,46,1441,Solapur
51748,Barshi,Paddy-Unhusked,2016,February,202,1601,Solapur
51749,Barshi,Wheat(Husked),2015,February,610,1595,Solapur
51750,Barshi,Wheat(Husked),2016,February,283,1758,Solapur
51751,Barshi,Sorgum(Jawar),2015,February,10590,1995,Solapur
51752,Barshi,Sorgum(Jawar),2016,February,16542,2295,Solapur
51753,Barshi,Wheat(Unhusked),2015,February,1,1500,Solapur
51754,Barshi,Maize,2015,February,2640,1160,Solapur
51755,Barshi,Maize,2016,February,455,1417,Solapur
51756,Barshi,Gram,2015,February,4491,3538,Solapur
51757,Barshi,Gram,2016,February,5702,4202,Solapur
51758,Barshi,Other Pulses,2015,February,6,2607,Solapur
51759,Barshi,Matki,2016,February,15,3050,Solapur
51760,Barshi,Green Gram,2015,February,2,5425,Solapur
51761,Barshi,Pigeon Pea (Tur),2015,February,13361,5328,Solapur
51762,Barshi,Pigeon Pea (Tur),2016,February,5245,7655,Solapur
51763,Barshi,Black Gram,2015,February,81,4704,Solapur
51764,Barshi,Black Gram,2016,February,23,8967,Solapur
51765,Barshi,Castor Seed,2015,February,2,3500,Solapur
51766,Barshi,Sunflower,2015,February,116,5450,Solapur
51767,Barshi,Jaggery,2015,February,2259,2147,Solapur
51768,Barshi,Bor,2015,February,567,90,Solapur
51769,Barshi,Bor,2016,February,198,133,Solapur
51770,Barshi,Chikoo,2015,February,280,161,Solapur
51771,Barshi,Chikoo,2016,February,144,182,Solapur
51772,Barshi,Pomegranate,2015,February,51,400,Solapur
51773,Barshi,Pomegranate,2016,February,45,307,Solapur
51774,Barshi,Grapes,2015,February,129,147,Solapur
51775,Barshi,Grapes,2016,February,67,195,Solapur
51776,Barshi,Water Melon,2015,February,1400,107,Solapur
51777,Barshi,Water Melon,2016,February,160,44,Solapur
51778,Barshi,Lemon,2015,February,279,165,Solapur
51779,Barshi,Lemon,2016,February,175,208,Solapur
51780,Barshi,Mosambi,2015,February,450,400,Solapur
51781,Barshi,Ladies Finger,2015,February,132,280,Solapur
51782,Barshi,Ladies Finger,2016,February,863,211,Solapur
51783,Barshi,Squash Gourd,2016,February,67,266,Solapur
51784,Barshi,Flower,2015,February,138,50,Solapur
51785,Barshi,Flower,2016,February,62,51,Solapur
51786,Barshi,Cluster Bean,2015,February,33,400,Solapur
51787,Barshi,Cluster Bean,2016,February,45,350,Solapur
51788,Barshi,Cucumber,2015,February,135,75,Solapur
51789,Barshi,Cucumber,2016,February,85,115,Solapur
51790,Barshi,Onion,2015,February,3642,983,Solapur
51791,Barshi,Onion,2016,February,3940,708,Solapur
51792,Barshi,Kanda Pat,2015,February,600,400,Solapur
51793,Barshi,Kanda Pat,2016,February,3000,300,Solapur
51794,Barshi,Bitter Gourd,2015,February,132,270,Solapur
51795,Barshi,Bitter Gourd,2016,February,48,242,Solapur
51796,Barshi,Cabbage,2015,February,138,70,Solapur
51797,Barshi,Cabbage,2016,February,72,56,Solapur
51798,Barshi,Coriander  ,2016,February,4800,440,Solapur
51799,Barshi,Methi (Bhaji),2015,February,600,300,Solapur
51800,Barshi,Methi (Bhaji),2016,February,1800,300,Solapur
51801,Barshi,Capsicum,2015,February,108,200,Solapur
51802,Barshi,Capsicum,2016,February,61,182,Solapur
51803,Barshi,Spinach,2015,February,1200,200,Solapur
51804,Barshi,Spinach,2016,February,1100,200,Solapur
51805,Barshi,Shepu,2016,February,1200,300,Solapur
51806,Barshi,Shevga,2015,February,60,300,Solapur
51807,Barshi,Shevga,2016,February,42,94,Solapur
51808,Barshi,Ridge Gourd,2015,February,138,272,Solapur
51809,Barshi,Tomato,2015,February,129,76,Solapur
51810,Barshi,Tomato,2016,February,114,64,Solapur
51811,Barshi,Brinjal,2015,February,135,98,Solapur
51812,Barshi,Brinjal,2016,February,105,94,Solapur
51813,Barshi,Tamarind,2015,February,810,5750,Solapur
51814,Barshi,Tamarind,2016,February,2616,8027,Solapur
51815,Barshi,Tamarind Seed,2015,February,239,1761,Solapur
51816,Barshi,Tamarind Seed,2016,February,343,1745,Solapur
51817,Barshi,Turmeric,2015,February,72,7187,Solapur
51818,Barshi,Turmeric,2016,February,38,7700,Solapur
51819,Barshi,Green Chilli,2015,February,132,273,Solapur
51820,Barshi,Green Chilli,2016,February,88,330,Solapur
51821,Barshi,Fodder,2015,February,976,417,Solapur
51822,Barshi,Fodder,2016,February,500,595,Solapur
51823,Barshi-Vairag,Wheat(Husked),2015,February,12,1947,Solapur
51824,Barshi-Vairag,Wheat(Husked),2016,February,20,2002,Solapur
