,APMC,Commodity,Year,Month,arrivals_in_qtl,modal_price,district_name
0,Ahmednagar,Bajri,2015,April,79,1463,Ahmadnagar
1,Ahmednagar,Bajri,2016,April,106,1875,Ahmadnagar
2,Ahmednagar,Wheat(Husked),2015,April,1253,1731,Ahmadnagar
3,Ahmednagar,Wheat(Husked),2016,April,387,1999,Ahmadnagar
4,Ahmednagar,Sorgum(Jawar),2015,April,3825,1900,Ahmadnagar
5,Ahmednagar,Sorgum(Jawar),2016,April,2093,2119,Ahmadnagar
6,Ahmednagar,Maize,2015,April,75,1373,Ahmadnagar
7,Ahmednagar,Maize,2016,April,155,1375,Ahmadnagar
8,Ahmednagar,Gram,2015,April,1794,3647,Ahmadnagar
9,Ahmednagar,Gram,2016,April,630,5216,Ahmadnagar
10,Ahmednagar,Horse Gram,2015,April,3,7150,Ahmadnagar
11,Ahmednagar,Matki,2015,April,1,7500,Ahmadnagar
12,Ahmednagar,Pigeon Pea (Tur),2015,April,144,5233,Ahmadnagar
13,Ahmednagar,Pigeon Pea (Tur),2016,April,33,7329,Ahmadnagar
14,Ahmednagar,Black Gram,2015,April,7,5700,Ahmadnagar
15,Ahmednagar,Black Gram,2016,April,2,7500,Ahmadnagar
16,Ahmednagar,Castor Seed,2015,April,3,3313,Ahmadnagar
17,Ahmednagar,Soybean,2015,April,12,3150,Ahmadnagar
18,Ahmednagar,Soybean,2016,April,20,3603,Ahmadnagar
19,Ahmednagar,Jaggery,2016,April,2611,3263,Ahmadnagar
20,Ahmednagar,Lemon,2016,April,106,5500,Ahmadnagar
21,Ahmednagar,Ginger (Fresh),2016,April,46,2500,Ahmadnagar
22,Ahmednagar,Potato,2016,April,510,1133,Ahmadnagar
23,Ahmednagar,Ladies Finger,2016,April,58,3000,Ahmadnagar
24,Ahmednagar,Flower,2016,April,180,2138,Ahmadnagar
25,Ahmednagar,Carrot,2016,April,57,1250,Ahmadnagar
26,Ahmednagar,Cluster Bean,2016,April,46,5750,Ahmadnagar
27,Ahmednagar,Ghevda,2016,April,3,5250,Ahmadnagar
28,Ahmednagar,Ghosali(Bhaji),2016,April,5,2833,Ahmadnagar
29,Ahmednagar,Mango(Raw),2016,April,23,1500,Ahmadnagar
30,Ahmednagar,Cucumber,2016,April,202,1500,Ahmadnagar
31,Ahmednagar,Onion,2015,April,186700,797,Ahmadnagar
32,Ahmednagar,Onion,2016,April,42342,538,Ahmadnagar
33,Ahmednagar,Bitter Gourd,2016,April,8,5667,Ahmadnagar
34,Ahmednagar,Cabbage,2016,April,195,675,Ahmadnagar
35,Ahmednagar,Garlic,2016,April,14,5250,Ahmadnagar
36,Ahmednagar,Math (Bhaji),2016,April,12,10,Ahmadnagar
37,Ahmednagar,Capsicum,2016,April,68,2500,Ahmadnagar
38,Ahmednagar,Tomato,2016,April,334,700,Ahmadnagar
39,Ahmednagar,Brinjal,2016,April,120,2000,Ahmadnagar
40,Ahmednagar,Tamarind,2015,April,11701,7398,Ahmadnagar
41,Ahmednagar,Tamarind,2016,April,9150,8481,Ahmadnagar
42,Ahmednagar,Tamarind Seed,2015,April,8,1480,Ahmadnagar
43,Ahmednagar,Tamarind Seed,2016,April,215,1804,Ahmadnagar
44,Ahmednagar,Coriander (Dry),2015,April,151,9500,Ahmadnagar
45,Ahmednagar,Coriander (Dry),2016,April,269,8250,Ahmadnagar
46,Ahmednagar,Green Chilli,2016,April,138,5333,Ahmadnagar
47,Ahmednagar,Chillies(Red),2015,April,792,7118,Ahmadnagar
48,Ahmednagar,Chillies(Red),2016,April,1900,10185,Ahmadnagar
49,Ahmednagar,Mustard,2015,April,22,3617,Ahmadnagar
50,Ahmednagar,Mustard,2016,April,2,3800,Ahmadnagar
51,Akole,Bajri,2015,April,52,1525,Ahmadnagar
52,Akole,Bajri,2016,April,75,1685,Ahmadnagar
53,Akole,Paddy-Unhusked,2015,April,113,1625,Ahmadnagar
54,Akole,Paddy-Unhusked,2016,April,448,1704,Ahmadnagar
55,Akole,Wheat(Husked),2015,April,164,1644,Ahmadnagar
56,Akole,Wheat(Husked),2016,April,115,1725,Ahmadnagar
57,Akole,Gram,2015,April,39,3350,Ahmadnagar
58,Akole,Gram,2016,April,70,4383,Ahmadnagar
59,Akole,Soybean,2015,April,285,3250,Ahmadnagar
60,Akole,Soybean,2016,April,378,3683,Ahmadnagar
61,Akole,Onion,2015,April,105645,849,Ahmadnagar
62,Akole,Onion,2016,April,56372,662,Ahmadnagar
63,Akole,Hilda,2016,April,34,6000,Ahmadnagar
64,Jamkhed,Bajri,2015,April,164,1375,Ahmadnagar
65,Jamkhed,Bajri,2016,April,45,1627,Ahmadnagar
66,Jamkhed,Wheat(Husked),2015,April,735,2056,Ahmadnagar
67,Jamkhed,Wheat(Husked),2016,April,46,2200,Ahmadnagar
68,Jamkhed,Sorgum(Jawar),2015,April,20890,2300,Ahmadnagar
69,Jamkhed,Sorgum(Jawar),2016,April,24391,2397,Ahmadnagar
70,Jamkhed,Gram,2015,April,931,3286,Ahmadnagar
71,Jamkhed,Gram,2016,April,521,4460,Ahmadnagar
72,Jamkhed,Pigeon Pea (Tur),2016,April,191,7143,Ahmadnagar
73,Jamkhed,Soybean,2016,April,99,3275,Ahmadnagar
74,Jamkhed,Onion,2015,April,5232,788,Ahmadnagar
75,Jamkhed,Onion,2016,April,7587,519,Ahmadnagar
76,Kopargaon,Bajri,2015,April,354,1401,Ahmadnagar
77,Kopargaon,Bajri,2016,April,388,1750,Ahmadnagar
78,Kopargaon,Wheat(Husked),2015,April,9668,1529,Ahmadnagar
79,Kopargaon,Wheat(Husked),2016,April,1028,1652,Ahmadnagar
80,Kopargaon,Sorgum(Jawar),2015,April,672,1324,Ahmadnagar
81,Kopargaon,Sorgum(Jawar),2016,April,2038,1770,Ahmadnagar
82,Kopargaon,Maize,2015,April,389,1226,Ahmadnagar
83,Kopargaon,Maize,2016,April,284,1418,Ahmadnagar
84,Kopargaon,Gram,2015,April,2378,3681,Ahmadnagar
85,Kopargaon,Gram,2016,April,748,5276,Ahmadnagar
86,Kopargaon,Pigeon Pea (Tur),2015,April,6,4900,Ahmadnagar
87,Kopargaon,Soybean,2015,April,329,3517,Ahmadnagar
88,Kopargaon,Soybean,2016,April,175,3893,Ahmadnagar
89,Kopargaon,Chikoo,2015,April,1107,1120,Ahmadnagar
90,Kopargaon,Onion,2015,April,34179,988,Ahmadnagar
91,Kopargaon,Onion,2016,April,18750,701,Ahmadnagar
92,Newasa,Bajri,2015,April,32,1286,Ahmadnagar
93,Newasa,Bajri,2016,April,2,1750,Ahmadnagar
94,Newasa,Wheat(Husked),2015,April,575,1481,Ahmadnagar
95,Newasa,Wheat(Husked),2016,April,135,1667,Ahmadnagar
96,Newasa,Sorgum(Jawar),2015,April,25,1550,Ahmadnagar
97,Newasa,Sorgum(Jawar),2016,April,37,1679,Ahmadnagar
98,Newasa,Maize,2015,April,13,1310,Ahmadnagar
99,Newasa,Gram,2015,April,180,3229,Ahmadnagar
100,Newasa,Gram,2016,April,64,4483,Ahmadnagar
101,Newasa,Tamarind,2015,April,23,1213,Ahmadnagar
102,Newasa,Tamarind,2016,April,5,2350,Ahmadnagar
103,Newasa-Ghodegaon,Onion,2015,April,186038,977,Ahmadnagar
104,Newasa-Ghodegaon,Onion,2016,April,231700,717,Ahmadnagar
105,Parner,Onion,2015,April,78184,965,Ahmadnagar
106,Parner,Onion,2016,April,144673,685,Ahmadnagar
107,Pathardi,Cotton,2015,April,470,3807,Ahmadnagar
108,Pathardi,Bajri,2015,April,371,1317,Ahmadnagar
109,Pathardi,Bajri,2016,April,163,1449,Ahmadnagar
110,Pathardi,Wheat(Husked),2015,April,685,1761,Ahmadnagar
111,Pathardi,Wheat(Husked),2016,April,343,1855,Ahmadnagar
112,Pathardi,Sorgum(Jawar),2015,April,734,1648,Ahmadnagar
113,Pathardi,Sorgum(Jawar),2016,April,682,1740,Ahmadnagar
114,Pathardi,Gram,2015,April,164,3494,Ahmadnagar
115,Pathardi,Gram,2016,April,171,4458,Ahmadnagar
116,Pathardi,Onion,2015,April,3133,920,Ahmadnagar
117,Pathardi,Onion,2016,April,4703,696,Ahmadnagar
118,Rahata,Bajri,2015,April,203,1223,Ahmadnagar
119,Rahata,Bajri,2016,April,39,1511,Ahmadnagar
120,Rahata,Wheat(Husked),2015,April,2698,1394,Ahmadnagar
121,Rahata,Wheat(Husked),2016,April,346,1572,Ahmadnagar
122,Rahata,Sorgum(Jawar),2015,April,589,1217,Ahmadnagar
123,Rahata,Sorgum(Jawar),2016,April,543,1541,Ahmadnagar
124,Rahata,Maize,2015,April,366,1283,Ahmadnagar
125,Rahata,Maize,2016,April,297,1379,Ahmadnagar
126,Rahata,Gram,2015,April,950,3557,Ahmadnagar
127,Rahata,Gram,2016,April,70,4618,Ahmadnagar
128,Rahata,Pigeon Pea (Tur),2016,April,2,6050,Ahmadnagar
129,Rahata,Ground Nut Pods (Dry),2015,April,38,2717,Ahmadnagar
130,Rahata,Ground Nut Pods (Dry),2016,April,2,3200,Ahmadnagar
131,Rahata,Soybean,2015,April,93,3391,Ahmadnagar
132,Rahata,Soybean,2016,April,35,3882,Ahmadnagar
133,Rahata,Pomegranate,2015,April,9318,8565,Ahmadnagar
134,Rahata,Pomegranate,2016,April,40216,5860,Ahmadnagar
135,Rahata,Lemon,2015,April,17,6444,Ahmadnagar
136,Rahata,Lemon,2016,April,14,5955,Ahmadnagar
137,Rahata,Papai,2016,April,34,375,Ahmadnagar
138,Rahata,Melon,2015,April,3,400,Ahmadnagar
139,Rahata,Ginger (Fresh),2015,April,31,3242,Ahmadnagar
140,Rahata,Ginger (Fresh),2016,April,39,1792,Ahmadnagar
141,Rahata,Potato,2015,April,1467,696,Ahmadnagar
142,Rahata,Potato,2016,April,851,1392,Ahmadnagar
143,Rahata,Beet Root,2016,April,17,1022,Ahmadnagar
144,Rahata,Ladies Finger,2015,April,86,1767,Ahmadnagar
145,Rahata,Ladies Finger,2016,April,83,2564,Ahmadnagar
146,Rahata,Bottle Gourd,2015,April,196,462,Ahmadnagar
147,Rahata,Bottle Gourd,2016,April,60,1930,Ahmadnagar
148,Rahata,Dhemse,2016,April,1,2000,Ahmadnagar
149,Rahata,Flower,2016,April,158,1583,Ahmadnagar
150,Rahata,Carrot,2015,April,9,1650,Ahmadnagar
151,Rahata,Carrot,2016,April,34,1327,Ahmadnagar
152,Rahata,Cluster Bean,2015,April,28,2640,Ahmadnagar
153,Rahata,Cluster Bean,2016,April,16,5000,Ahmadnagar
154,Rahata,Ghevda,2015,April,9,3938,Ahmadnagar
155,Rahata,Ghevda,2016,April,7,6143,Ahmadnagar
156,Rahata,Mango(Raw),2015,April,13,1500,Ahmadnagar
157,Rahata,Mango(Raw),2016,April,22,2088,Ahmadnagar
158,Rahata,Cucumber,2015,April,124,611,Ahmadnagar
159,Rahata,Cucumber,2016,April,73,1733,Ahmadnagar
160,Rahata,Onion,2015,April,107650,906,Ahmadnagar
161,Rahata,Onion,2016,April,64671,619,Ahmadnagar
162,Rahata,Bitter Gourd,2015,April,20,2671,Ahmadnagar
163,Rahata,Bitter Gourd,2016,April,5,6300,Ahmadnagar
164,Rahata,Cabbage,2015,April,900,5,Ahmadnagar
165,Rahata,Cabbage,2016,April,302,550,Ahmadnagar
166,Rahata,Coriander ,2015,April,100,4,Ahmadnagar
167,Rahata,Coriander  ,2016,April,1400,18,Ahmadnagar
168,Rahata,Garlic,2015,April,57,2915,Ahmadnagar
169,Rahata,Garlic,2016,April,68,4767,Ahmadnagar
170,Rahata,Math (Bhaji),2016,April,400,20,Ahmadnagar
171,Rahata,Capsicum,2015,April,46,2135,Ahmadnagar
172,Rahata,Capsicum,2016,April,124,2317,Ahmadnagar
173,Rahata,Spinach,2015,April,250,5,Ahmadnagar
174,Rahata,Shevga,2015,April,29,1945,Ahmadnagar
175,Rahata,Shevga,2016,April,66,675,Ahmadnagar
176,Rahata,Tomato,2015,April,281,869,Ahmadnagar
177,Rahata,Tomato,2016,April,287,558,Ahmadnagar
178,Rahata,Small Gourd,2015,April,6,2300,Ahmadnagar
179,Rahata,Small Gourd,2016,April,4,2750,Ahmadnagar
180,Rahata,Brinjal,2015,April,77,762,Ahmadnagar
181,Rahata,Brinjal,2016,April,79,1533,Ahmadnagar
182,Rahata,Green Chilli,2015,April,133,4554,Ahmadnagar
183,Rahata,Green Chilli,2016,April,197,5136,Ahmadnagar
184,Rahuri,Bajri,2015,April,42,1380,Ahmadnagar
185,Rahuri,Wheat(Husked),2015,April,2403,1450,Ahmadnagar
186,Rahuri,Sorgum(Jawar),2015,April,18,1583,Ahmadnagar
187,Rahuri,Maize,2015,April,26,1310,Ahmadnagar
188,Rahuri,Gram,2015,April,328,3333,Ahmadnagar
189,Rahuri,Chikoo,2016,April,475,1383,Ahmadnagar
190,Rahuri,Pomegranate,2016,April,496,2573,Ahmadnagar
191,Rahuri,Grapes,2016,April,66,2389,Ahmadnagar
192,Rahuri,Melon,2016,April,1301,631,Ahmadnagar
193,Rahuri,Kharbuj,2016,April,567,1178,Ahmadnagar
194,Rahuri,Onion,2015,April,123030,739,Ahmadnagar
195,Rahuri-Vambori,Bajri,2015,April,87,1422,Ahmadnagar
196,Rahuri-Vambori,Bajri,2016,April,20,1739,Ahmadnagar
197,Rahuri-Vambori,Wheat(Husked),2015,April,2494,1679,Ahmadnagar
198,Rahuri-Vambori,Wheat(Husked),2016,April,321,1700,Ahmadnagar
199,Rahuri-Vambori,Sorgum(Jawar),2015,April,830,1377,Ahmadnagar
200,Rahuri-Vambori,Sorgum(Jawar),2016,April,551,1720,Ahmadnagar
201,Rahuri-Vambori,Maize,2015,April,54,1276,Ahmadnagar
202,Rahuri-Vambori,Maize,2016,April,7,1298,Ahmadnagar
203,Rahuri-Vambori,Gram,2015,April,1089,3561,Ahmadnagar
204,Rahuri-Vambori,Gram,2016,April,1038,5467,Ahmadnagar
205,Rahuri-Vambori,Matki,2016,April,1,6500,Ahmadnagar
206,Rahuri-Vambori,Green Gram,2015,April,3,7600,Ahmadnagar
207,Rahuri-Vambori,Green Gram,2016,April,7,7194,Ahmadnagar
208,Rahuri-Vambori,Pigeon Pea (Tur),2015,April,63,5115,Ahmadnagar
209,Rahuri-Vambori,Pigeon Pea (Tur),2016,April,19,7484,Ahmadnagar
210,Rahuri-Vambori,Ground Nut Pods (Dry),2015,April,33,3601,Ahmadnagar
211,Rahuri-Vambori,Ground Nut Pods (Dry),2016,April,1,5001,Ahmadnagar
212,Rahuri-Vambori,Soybean,2015,April,149,3357,Ahmadnagar
213,Rahuri-Vambori,Soybean,2016,April,80,3418,Ahmadnagar
214,Rahuri-Vambori,Sunflower,2015,April,30,2908,Ahmadnagar
215,Rahuri-Vambori,Onion,2015,April,32627,869,Ahmadnagar
216,Rahuri-Vambori,Onion,2016,April,32938,515,Ahmadnagar
217,Sangamner,Bajri,2015,April,883,1540,Ahmadnagar
218,Sangamner,Bajri,2016,April,1361,1866,Ahmadnagar
219,Sangamner,Wheat(Husked),2015,April,879,1734,Ahmadnagar
220,Sangamner,Wheat(Husked),2016,April,958,1796,Ahmadnagar
221,Sangamner,Sorgum(Jawar),2015,April,268,2054,Ahmadnagar
222,Sangamner,Sorgum(Jawar),2016,April,714,1891,Ahmadnagar
223,Sangamner,Maize,2015,April,163,1402,Ahmadnagar
224,Sangamner,Gram,2015,April,279,3744,Ahmadnagar
225,Sangamner,Gram,2016,April,606,5087,Ahmadnagar
226,Sangamner,Horse Gram,2015,April,2,3200,Ahmadnagar
227,Sangamner,Matki,2016,April,3,7000,Ahmadnagar
228,Sangamner,Green Gram,2015,April,23,6320,Ahmadnagar
229,Sangamner,Pigeon Pea (Tur),2016,April,47,7000,Ahmadnagar
230,Sangamner,Soybean,2015,April,7,4100,Ahmadnagar
231,Sangamner,Soybean,2016,April,305,3869,Ahmadnagar
232,Sangamner,Pomegranate,2015,April,832,7250,Ahmadnagar
233,Sangamner,Pomegranate,2016,April,4480,5341,Ahmadnagar
234,Sangamner,Onion,2015,April,288591,908,Ahmadnagar
235,Sangamner,Onion,2016,April,195815,757,Ahmadnagar
236,Sangamner,Tomato,2015,April,51671,1711,Ahmadnagar
237,Sangamner,Tomato,2016,April,158630,969,Ahmadnagar
238,Shevgaon,Bajri,2015,April,216,1267,Ahmadnagar
239,Shevgaon,Bajri,2016,April,508,1832,Ahmadnagar
240,Shevgaon,Wheat(Husked),2015,April,1472,1549,Ahmadnagar
241,Shevgaon,Wheat(Husked),2016,April,606,1764,Ahmadnagar
242,Shevgaon,Sorgum(Jawar),2015,April,1928,1439,Ahmadnagar
243,Shevgaon,Sorgum(Jawar),2016,April,3194,2033,Ahmadnagar
244,Shevgaon,Gram,2015,April,1097,3581,Ahmadnagar
245,Shevgaon,Gram,2016,April,1328,5115,Ahmadnagar
246,Shevgaon,Pigeon Pea (Tur),2016,April,13,8200,Ahmadnagar
247,Shevgaon,Onion,2016,April,2847,775,Ahmadnagar
248,Shevgaon-Bodhegaon,Bajri,2015,April,887,1156,Ahmadnagar
249,Shevgaon-Bodhegaon,Bajri,2016,April,564,1704,Ahmadnagar
250,Shevgaon-Bodhegaon,Wheat(Husked),2015,April,700,1573,Ahmadnagar
251,Shevgaon-Bodhegaon,Wheat(Husked),2016,April,113,1908,Ahmadnagar
252,Shevgaon-Bodhegaon,Sorgum(Jawar),2015,April,3503,1439,Ahmadnagar
253,Shevgaon-Bodhegaon,Sorgum(Jawar),2016,April,2467,1966,Ahmadnagar
254,Shevgaon-Bodhegaon,Gram,2015,April,620,3348,Ahmadnagar
255,Shevgaon-Bodhegaon,Gram,2016,April,607,5148,Ahmadnagar
256,Shevgaon-Bodhegaon,Pigeon Pea (Tur),2015,April,97,4947,Ahmadnagar
257,Shevgaon-Bodhegaon,Pigeon Pea (Tur),2016,April,17,8560,Ahmadnagar
258,Shrirampur,Bajri,2015,April,270,1326,Ahmadnagar
259,Shrirampur,Bajri,2016,April,37,1795,Ahmadnagar
260,Shrirampur,Wheat(Husked),2015,April,5509,1778,Ahmadnagar
261,Shrirampur,Wheat(Husked),2016,April,817,1852,Ahmadnagar
262,Shrirampur,Sorgum(Jawar),2015,April,1221,1667,Ahmadnagar
263,Shrirampur,Sorgum(Jawar),2016,April,1120,1779,Ahmadnagar
264,Shrirampur,Maize,2015,April,323,1168,Ahmadnagar
265,Shrirampur,Maize,2016,April,119,1373,Ahmadnagar
266,Shrirampur,Gram,2015,April,1842,3551,Ahmadnagar
267,Shrirampur,Gram,2016,April,906,5307,Ahmadnagar
268,Shrirampur,Pigeon Pea (Tur),2015,April,10,4059,Ahmadnagar
269,Shrirampur,Pigeon Pea (Tur),2016,April,8,6813,Ahmadnagar
270,Shrirampur,Black Gram,2016,April,1,7000,Ahmadnagar
271,Shrirampur,Safflower,2015,April,1,2401,Ahmadnagar
272,Shrirampur,Soybean,2015,April,57,3431,Ahmadnagar
273,Shrirampur,Soybean,2016,April,6,3926,Ahmadnagar
274,Shrirampur,Mango,2015,April,99,3958,Ahmadnagar
275,Shrirampur,Mango,2016,April,122,4286,Ahmadnagar
276,Shrirampur,Chikoo,2015,April,887,1258,Ahmadnagar
277,Shrirampur,Chikoo,2016,April,629,1387,Ahmadnagar
278,Shrirampur,Pomegranate,2015,April,17,4000,Ahmadnagar
279,Shrirampur,Pomegranate,2016,April,78,3091,Ahmadnagar
280,Shrirampur,Grapes,2015,April,98,3103,Ahmadnagar
281,Shrirampur,Grapes,2016,April,60,3000,Ahmadnagar
282,Shrirampur,Water Melon,2015,April,391,792,Ahmadnagar
283,Shrirampur,Water Melon,2016,April,332,900,Ahmadnagar
284,Shrirampur,Lemon,2015,April,146,3348,Ahmadnagar
285,Shrirampur,Lemon,2016,April,80,3250,Ahmadnagar
286,Shrirampur,Mosambi,2015,April,65,2889,Ahmadnagar
287,Shrirampur,Mosambi,2016,April,7,3000,Ahmadnagar
288,Shrirampur,Papai,2015,April,53,904,Ahmadnagar
289,Shrirampur,Papai,2016,April,28,600,Ahmadnagar
290,Shrirampur,Orange,2015,April,24,1517,Ahmadnagar
291,Shrirampur,Ginger (Fresh),2015,April,283,3000,Ahmadnagar
292,Shrirampur,Ginger (Fresh),2016,April,283,1864,Ahmadnagar
293,Shrirampur,Potato,2015,April,1950,921,Ahmadnagar
294,Shrirampur,Potato,2016,April,1820,1189,Ahmadnagar
295,Shrirampur,Ladies Finger,2015,April,183,1683,Ahmadnagar
296,Shrirampur,Ladies Finger,2016,April,157,2115,Ahmadnagar
297,Shrirampur,Bottle Gourd,2015,April,84,621,Ahmadnagar
298,Shrirampur,Bottle Gourd,2016,April,56,900,Ahmadnagar
299,Shrirampur,Flower,2015,April,143,513,Ahmadnagar
300,Shrirampur,Flower,2016,April,114,1024,Ahmadnagar
301,Shrirampur,Carrot,2015,April,6,1000,Ahmadnagar
302,Shrirampur,Carrot,2016,April,27,957,Ahmadnagar
303,Shrirampur,Cluster Bean,2015,April,34,2025,Ahmadnagar
304,Shrirampur,Cluster Bean,2016,April,28,3944,Ahmadnagar
305,Shrirampur,Ghosali(Bhaji),2015,April,3,600,Ahmadnagar
306,Shrirampur,Mango(Raw),2015,April,79,995,Ahmadnagar
307,Shrirampur,Mango(Raw),2016,April,83,2570,Ahmadnagar
308,Shrirampur,Cucumber,2015,April,257,650,Ahmadnagar
309,Shrirampur,Cucumber,2016,April,166,1289,Ahmadnagar
310,Shrirampur,Onion,2015,April,104438,1032,Ahmadnagar
311,Shrirampur,Onion,2016,April,90310,625,Ahmadnagar
312,Shrirampur,Bitter Gourd,2015,April,48,2782,Ahmadnagar
313,Shrirampur,Bitter Gourd,2016,April,29,3139,Ahmadnagar
314,Shrirampur,Cabbage,2015,April,114,408,Ahmadnagar
315,Shrirampur,Cabbage,2016,April,87,765,Ahmadnagar
316,Shrirampur,Garlic,2015,April,107,2875,Ahmadnagar
317,Shrirampur,Garlic,2016,April,96,4333,Ahmadnagar
318,Shrirampur,Capsicum,2015,April,210,1785,Ahmadnagar
319,Shrirampur,Capsicum,2016,April,166,1793,Ahmadnagar
320,Shrirampur,Shevga,2015,April,45,1327,Ahmadnagar
321,Shrirampur,Shevga,2016,April,65,774,Ahmadnagar
322,Shrirampur,Tomato,2015,April,900,1715,Ahmadnagar
323,Shrirampur,Tomato,2016,April,843,913,Ahmadnagar
324,Shrirampur,Brinjal,2015,April,340,1042,Ahmadnagar
325,Shrirampur,Brinjal,2016,April,289,1461,Ahmadnagar
326,Shrirampur,Tamarind,2015,April,486,1504,Ahmadnagar
327,Shrirampur,Tamarind,2016,April,435,2740,Ahmadnagar
328,Shrirampur,Fenugreek,2015,April,1,3400,Ahmadnagar
329,Shrirampur,Fenugreek,2016,April,1,4021,Ahmadnagar
330,Shrirampur,Green Chilli,2015,April,323,3438,Ahmadnagar
331,Shrirampur,Green Chilli,2016,April,488,4000,Ahmadnagar
332,Shrirampur,Mustard,2015,April,8,3247,Ahmadnagar
333,Shrirampur-Belapur,Wheat(Husked),2016,April,205,1540,Ahmadnagar
334,Shrirampur-Belapur,Sorgum(Jawar),2016,April,29,1600,Ahmadnagar
335,Shrirampur-Belapur,Gram,2016,April,44,4471,Ahmadnagar
336,Ahmednagar,Bajri,2015,August,24,1615,Ahmadnagar
337,Ahmednagar,Bajri,2016,August,24,1757,Ahmadnagar
338,Ahmednagar,Wheat(Husked),2015,August,100,1600,Ahmadnagar
339,Ahmednagar,Wheat(Husked),2016,August,67,1813,Ahmadnagar
340,Ahmednagar,Sorgum(Jawar),2015,August,806,1915,Ahmadnagar
341,Ahmednagar,Sorgum(Jawar),2016,August,869,1822,Ahmadnagar
342,Ahmednagar,Maize,2015,August,43,1520,Ahmadnagar
343,Ahmednagar,Maize,2016,August,35,1931,Ahmadnagar
344,Ahmednagar,Cowpea,2015,August,3,4967,Ahmadnagar
345,Ahmednagar,Gram,2015,August,385,4408,Ahmadnagar
346,Ahmednagar,Gram,2016,August,313,6188,Ahmadnagar
347,Ahmednagar,Green Gram,2015,August,1843,7290,Ahmadnagar
348,Ahmednagar,Green Gram,2016,August,5913,5010,Ahmadnagar
349,Ahmednagar,Pigeon Pea (Tur),2015,August,12,5750,Ahmadnagar
350,Ahmednagar,Pigeon Pea (Tur),2016,August,13,6051,Ahmadnagar
351,Ahmednagar,Black Gram,2015,August,1,8100,Ahmadnagar
352,Ahmednagar,Green Peas (Dry),2016,August,307,3558,Ahmadnagar
353,Ahmednagar,Ground Nut Pods (Dry),2015,August,204,3350,Ahmadnagar
354,Ahmednagar,Ground Nut Pods (Dry),2016,August,740,4186,Ahmadnagar
355,Ahmednagar,Jaggery,2015,August,8266,2708,Ahmadnagar
356,Ahmednagar,Lemon,2015,August,75,1230,Ahmadnagar
357,Ahmednagar,Lemon,2016,August,188,2231,Ahmadnagar
358,Ahmednagar,Ginger (Fresh),2015,August,25,2650,Ahmadnagar
359,Ahmednagar,Ginger (Fresh),2016,August,61,1692,Ahmadnagar
360,Ahmednagar,Potato,2015,August,253,692,Ahmadnagar
361,Ahmednagar,Potato,2016,August,3351,1350,Ahmadnagar
362,Ahmednagar,Ladies Finger,2015,August,209,1840,Ahmadnagar
363,Ahmednagar,Ladies Finger,2016,August,787,1257,Ahmadnagar
364,Ahmednagar,Squash Gourd,2016,August,331,1160,Ahmadnagar
365,Ahmednagar,Bottle Gourd,2015,August,19,850,Ahmadnagar
366,Ahmednagar,Bottle Gourd,2016,August,257,425,Ahmadnagar
367,Ahmednagar,Flower,2015,August,523,1667,Ahmadnagar
368,Ahmednagar,Flower,2016,August,1149,1483,Ahmadnagar
369,Ahmednagar,Carrot,2016,August,1,3500,Ahmadnagar
370,Ahmednagar,Cluster Bean,2015,August,41,3600,Ahmadnagar
371,Ahmednagar,Cluster Bean,2016,August,241,3619,Ahmadnagar
372,Ahmednagar,Ghevda,2015,August,28,1600,Ahmadnagar
373,Ahmednagar,Ghevda,2016,August,139,2228,Ahmadnagar
374,Ahmednagar,Ghosali(Bhaji),2015,August,12,2750,Ahmadnagar
375,Ahmednagar,Ghosali(Bhaji),2016,August,230,1120,Ahmadnagar
376,Ahmednagar,Cucumber,2015,August,311,1158,Ahmadnagar
377,Ahmednagar,Cucumber,2016,August,1159,381,Ahmadnagar
378,Ahmednagar,Onion,2015,August,23523,4635,Ahmadnagar
379,Ahmednagar,Onion,2016,August,243484,804,Ahmadnagar
380,Ahmednagar,Bitter Gourd,2015,August,120,2375,Ahmadnagar
381,Ahmednagar,Bitter Gourd,2016,August,326,1940,Ahmadnagar
382,Ahmednagar,Cabbage,2015,August,491,992,Ahmadnagar
383,Ahmednagar,Cabbage,2016,August,720,1033,Ahmadnagar
384,Ahmednagar,Coriander  ,2015,August,4230,7,Ahmadnagar
385,Ahmednagar,Garlic,2015,August,58,5900,Ahmadnagar
386,Ahmednagar,Garlic,2016,August,84,9979,Ahmadnagar
387,Ahmednagar,Maize (Corn.),2016,August,307,977,Ahmadnagar
388,Ahmednagar,Capsicum,2016,August,150,2733,Ahmadnagar
389,Ahmednagar,Spinach,2015,August,1490,4,Ahmadnagar
390,Ahmednagar,Tomato,2015,August,891,992,Ahmadnagar
391,Ahmednagar,Tomato,2016,August,1584,838,Ahmadnagar
392,Ahmednagar,Brinjal,2015,August,141,1533,Ahmadnagar
393,Ahmednagar,Brinjal,2016,August,366,1540,Ahmadnagar
394,Ahmednagar,Tamarind Seed,2016,August,1,1100,Ahmadnagar
395,Ahmednagar,Green Chilli,2015,August,435,2833,Ahmadnagar
396,Ahmednagar,Green Chilli,2016,August,1102,3160,Ahmadnagar
397,Akole,Bajri,2015,August,12,1625,Ahmadnagar
398,Akole,Bajri,2016,August,31,1675,Ahmadnagar
399,Akole,Paddy-Unhusked,2015,August,58,1625,Ahmadnagar
